nome,id_pokedex,geracao,status,especie,num_tipos,tipo_primario,tipo_secundario,altura_m,peso_kg,num_habilidades,habilidade_1,habilidade_2,habilidade_escondida,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,taxa_crescimento,porcentagem_macho
Galarian Linoone,264,3,Normal,Rushing Pokémon,2,Dark,Normal,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,90,Medium Fast,
Wurmple,265,3,Normal,Worm Pokémon,1,Bug,,0.3,3.6,2,Shield Dust,,Run Away,195,45,45,35,20,30,20,255,Medium Fast,50.0
Silcoon,266,3,Normal,Cocoon Pokémon,1,Bug,,0.6,10.0,1,Shed Skin,,,205,50,35,55,25,25,15,120,Medium Fast,50.0
Beautifly,267,3,Normal,Butterfly Pokémon,2,Bug,Flying,1.0,28.4,2,Swarm,,Rivalry,395,60,70,50,100,50,65,45,Medium Fast,50.0
Cascoon,268,3,Normal,Cocoon Pokémon,1,Bug,,0.7,11.5,1,Shed Skin,,,205,50,35,55,25,25,15,120,Medium Fast,50.0
Dustox,269,3,Normal,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385,60,50,70,50,90,65,45,Medium Fast,50.0
Lotad,270,3,Normal,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220,40,30,30,40,50,30,255,Medium Slow,50.0
Lombre,271,3,Normal,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340,60,50,50,60,70,50,120,Medium Slow,50.0
Ludicolo,272,3,Normal,Carefree Pokémon,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480,80,70,70,90,100,70,45,Medium Slow,50.0
Seedot,273,3,Normal,Acorn Pokémon,1,Grass,,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,220,40,40,50,30,30,30,255,Medium Slow,50.0
Nuzleaf,274,3,Normal,Wily Pokémon,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,340,70,70,40,60,40,60,120,Medium Slow,50.0
Shiftry,275,3,Normal,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480,90,100,60,90,60,80,45,Medium Slow,50.0
Taillow,276,3,Normal,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270,40,55,30,30,30,85,200,Medium Slow,50.0
Swellow,277,3,Normal,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455,60,85,60,75,50,125,45,Medium Slow,50.0
Wingull,278,3,Normal,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270,40,30,30,55,30,85,190,Medium Fast,50.0
Pelipper,279,3,Normal,Water Bird Pokémon,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,440,60,50,100,95,70,65,45,Medium Fast,50.0
Ralts,280,3,Normal,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198,28,25,25,45,35,40,235,Slow,50.0
Kirlia,281,3,Normal,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278,38,35,35,65,55,50,120,Slow,50.0
Gardevoir,282,3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518,68,65,65,125,115,80,45,Slow,50.0
Mega Gardevoir,282,3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,1,Pixilate,,,618,68,85,65,165,135,100,45,Slow,50.0
Surskit,283,3,Normal,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269,40,30,32,50,52,65,200,Medium Fast,50.0
Masquerain,284,3,Normal,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454,70,60,62,100,82,80,75,Medium Fast,50.0
Shroomish,285,3,Normal,Mushroom Pokémon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295,60,40,60,40,60,35,255,Fluctuating,50.0
Breloom,286,3,Normal,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460,60,130,80,60,60,70,90,Fluctuating,50.0
Slakoth,287,3,Normal,Slacker Pokémon,1,Normal,,0.8,24.0,1,Truant,,,280,60,60,60,35,35,30,255,Slow,50.0
Vigoroth,288,3,Normal,Wild Monkey Pokémon,1,Normal,,1.4,46.5,1,Vital Spirit,,,440,80,80,80,55,55,90,120,Slow,50.0
Slaking,289,3,Normal,Lazy Pokémon,1,Normal,,2.0,130.5,1,Truant,,,670,150,160,100,95,65,100,45,Slow,50.0
Nincada,290,3,Normal,Trainee Pokémon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,266,31,45,90,30,30,40,255,Erratic,50.0
Ninjask,291,3,Normal,Ninja Pokémon,2,Bug,Flying,0.8,12.0,2,Speed Boost,,Infiltrator,456,61,90,45,50,50,160,120,Erratic,50.0
Shedinja,292,3,Normal,Shed Pokémon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,236,1,90,45,30,30,40,45,Erratic,
Whismur,293,3,Normal,Whisper Pokémon,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,240,64,51,23,51,23,28,190,Medium Slow,50.0
Loudred,294,3,Normal,Big Voice Pokémon,1,Normal,,1.0,40.5,2,Soundproof,,Scrappy,360,84,71,43,71,43,48,120,Medium Slow,50.0
Exploud,295,3,Normal,Loud Noise Pokémon,1,Normal,,1.5,84.0,2,Soundproof,,Scrappy,490,104,91,63,91,73,68,45,Medium Slow,50.0
Makuhita,296,3,Normal,Guts Pokémon,1,Fighting,,1.0,86.4,3,Thick Fat,Guts,Sheer Force,237,72,60,30,20,30,25,180,Fluctuating,75.0
Hariyama,297,3,Normal,Arm Thrust Pokémon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,200,Fluctuating,75.0
Azurill,298,3,Normal,Polka Dot Pokémon,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190,50,20,40,20,40,20,150,Fast,25.0
Nosepass,299,3,Normal,Compass Pokémon,1,Rock,,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375,30,45,135,45,90,30,255,Medium Fast,50.0
Skitty,300,3,Normal,Kitten Pokémon,1,Normal,,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,255,Fast,25.0
Delcatty,301,3,Normal,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,60,Fast,25.0
Sableye,302,3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,45,Medium Slow,50.0
Mega Sableye,302,3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,161.0,1,Magic Bounce,,,480,50,85,125,85,115,20,45,Medium Slow,50.0
Mawile,303,3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,45,Fast,50.0
Mega Mawile,303,3,Normal,Deceiver Pokémon,2,Steel,Fairy,1.0,23.5,1,Huge Power,,,480,50,105,125,55,95,50,45,Fast,50.0
Aron,304,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,180,Slow,50.0
Lairon,305,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90,Slow,50.0
Aggron,306,3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45,Slow,50.0
Mega Aggron,306,3,Normal,Iron Armor Pokémon,1,Steel,,2.2,395.0,1,Filter,,,630,70,140,230,60,80,50,45,Slow,50.0
Meditite,307,3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280,30,40,55,40,55,60,180,Medium Fast,50.0
Medicham,308,3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410,60,60,75,60,75,80,90,Medium Fast,50.0
Mega Medicham,308,3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510,60,100,85,80,85,100,90,Medium Fast,50.0
Electrike,309,3,Normal,Lightning Pokémon,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295,40,45,40,65,40,65,120,Slow,50.0
Manectric,310,3,Normal,Discharge Pokémon,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475,70,75,60,105,60,105,45,Slow,50.0
Mega Manectric,310,3,Normal,Discharge Pokémon,1,Electric,,1.8,44.0,1,Intimidate,,,575,70,75,80,135,80,135,45,Slow,50.0
Plusle,311,3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405,60,50,40,85,75,95,200,Medium Fast,50.0
Minun,312,3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405,60,40,50,75,85,95,200,Medium Fast,50.0
Volbeat,313,3,Normal,Firefly Pokémon,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430,65,73,75,47,85,85,150,Erratic,100.0
Illumise,314,3,Normal,Firefly Pokémon,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430,65,47,75,73,85,85,150,Fluctuating,0.0
Roselia,315,3,Normal,Thorn Pokémon,2,Grass,Poison,0.3,2.0,3,Natural Cure,Poison Point,Leaf Guard,400,50,60,45,100,80,65,150,Medium Slow,50.0
Gulpin,316,3,Normal,Stomach Pokémon,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302,70,43,53,43,53,40,225,Fluctuating,50.0
Swalot,317,3,Normal,Poison Bag Pokémon,1,Poison,,1.7,80.0,3,Liquid Ooze,Sticky Hold,Gluttony,467,100,73,83,73,83,55,75,Fluctuating,50.0
Carvanha,318,3,Normal,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305,45,90,20,65,20,65,225,Slow,50.0
Sharpedo,319,3,Normal,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460,70,120,40,95,40,95,60,Slow,50.0
Mega Sharpedo,319,3,Normal,Brutal Pokémon,2,Water,Dark,2.5,130.3,1,Strong Jaw,,,560,70,140,70,110,65,105,60,Slow,50.0
Wailmer,320,3,Normal,Ball Whale Pokémon,1,Water,,2.0,130.0,3,Water Veil,Oblivious,Pressure,400,130,70,35,70,35,60,125,Fluctuating,50.0
Wailord,321,3,Normal,Float Whale Pokémon,1,Water,,14.5,398.0,3,Water Veil,Oblivious,Pressure,500,170,90,45,90,45,60,60,Fluctuating,50.0
Numel,322,3,Normal,Numb Pokémon,2,Fire,Ground,0.7,24.0,3,Oblivious,Simple,Own Tempo,305,60,60,40,65,45,35,255,Medium Fast,50.0
Camerupt,323,3,Normal,Eruption Pokémon,2,Fire,Ground,1.9,220.0,3,Magma Armor,Solid Rock,Anger Point,460,70,100,70,105,75,40,150,Medium Fast,50.0
Mega Camerupt,323,3,Normal,Eruption Pokémon,2,Fire,Ground,2.5,320.5,1,Sheer Force,,,560,70,120,100,145,105,20,150,Medium Fast,50.0
Torkoal,324,3,Normal,Coal Pokémon,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470,70,85,140,85,70,20,90,Medium Fast,50.0
Spoink,325,3,Normal,Bounce Pokémon,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330,60,25,35,70,80,60,255,Fast,50.0
Grumpig,326,3,Normal,Manipulate Pokémon,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470,80,45,65,90,110,80,60,Fast,50.0
Spinda,327,3,Normal,Spot Panda Pokémon,1,Normal,,1.1,5.0,3,Own Tempo,Tangled Feet,Contrary,360,60,60,60,60,60,60,255,Fast,50.0
Trapinch,328,3,Normal,Ant Pit Pokémon,1,Ground,,0.7,15.0,3,Hyper Cutter,Arena Trap,Sheer Force,290,45,100,45,45,45,10,255,Medium Slow,50.0
Vibrava,329,3,Normal,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,1,Levitate,,,340,50,70,50,50,50,70,120,Medium Slow,50.0
Flygon,330,3,Normal,Mystic Pokémon,2,Ground,Dragon,2.0,82.0,1,Levitate,,,520,80,100,80,80,80,100,45,Medium Slow,50.0
Cacnea,331,3,Normal,Cactus Pokémon,1,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,335,50,85,40,85,40,35,190,Medium Slow,50.0
Cacturne,332,3,Normal,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,475,70,115,60,115,60,55,60,Medium Slow,50.0
Swablu,333,3,Normal,Cotton Bird Pokémon,2,Normal,Flying,0.4,1.2,2,Natural Cure,,Cloud Nine,310,45,40,60,40,75,50,255,Erratic,50.0
Altaria,334,3,Normal,Humming Pokémon,2,Dragon,Flying,1.1,20.6,2,Natural Cure,,Cloud Nine,490,75,70,90,70,105,80,45,Erratic,50.0
Mega Altaria,334,3,Normal,Humming Pokémon,2,Dragon,Fairy,1.5,20.6,1,Pixilate,,,590,75,110,110,110,105,80,45,Erratic,50.0
Zangoose,335,3,Normal,Cat Ferret Pokémon,1,Normal,,1.3,40.3,2,Immunity,,Toxic Boost,458,73,115,60,60,60,90,90,Erratic,50.0
Seviper,336,3,Normal,Fang Snake Pokémon,1,Poison,,2.7,52.5,2,Shed Skin,,Infiltrator,458,73,100,60,100,60,65,90,Fluctuating,50.0
Lunatone,337,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.0,168.0,1,Levitate,,,460,90,55,65,95,85,70,45,Fast,
Solrock,338,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.2,154.0,1,Levitate,,,460,90,95,85,55,65,70,45,Fast,
Barboach,339,3,Normal,Whiskers Pokémon,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,288,50,48,43,46,41,60,190,Medium Fast,50.0
Whiscash,340,3,Normal,Whiskers Pokémon,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,468,110,78,73,76,71,60,75,Medium Fast,50.0
Corphish,341,3,Normal,Ruffian Pokémon,1,Water,,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,308,43,80,65,50,35,35,205,Fluctuating,50.0
Crawdaunt,342,3,Normal,Rogue Pokémon,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,468,63,120,85,90,55,55,155,Fluctuating,50.0
Baltoy,343,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,1,Levitate,,,300,40,40,55,40,70,55,255,Medium Fast,
Claydol,344,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108.0,1,Levitate,,,500,60,70,105,70,120,75,90,Medium Fast,
Lileep,345,3,Normal,Sea Lily Pokémon,2,Rock,Grass,1.0,23.8,2,Suction Cups,,Storm Drain,355,66,41,77,61,87,23,45,Erratic,87.5
Cradily,346,3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,495,86,81,97,81,107,43,45,Erratic,87.5
Anorith,347,3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,355,45,95,50,40,50,75,45,Erratic,87.5
Armaldo,348,3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,495,75,125,100,70,80,45,45,Erratic,87.5
Feebas,349,3,Normal,Fish Pokémon,1,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,255,Erratic,50.0
Milotic,350,3,Normal,Tender Pokémon,1,Water,,6.2,162.0,3,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,60,Erratic,50.0
Castform,351,3,Normal,Weather Pokémon,1,Normal,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,Medium Fast,50.0
Castform Sunny Form,351,3,Normal,Weather Pokémon,1,Fire,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,Medium Fast,50.0
Castform Rainy Form,351,3,Normal,Weather Pokémon,1,Water,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,Medium Fast,50.0
Castform Snowy Form,351,3,Normal,Weather Pokémon,1,Ice,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,Medium Fast,50.0
Kecleon,352,3,Normal,Color Swap Pokémon,1,Normal,,1.0,22.0,2,Color Change,,Protean,440,60,90,70,60,120,40,200,Medium Slow,50.0
Shuppet,353,3,Normal,Puppet Pokémon,1,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,225,Fast,50.0
Banette,354,3,Normal,Marionette Pokémon,1,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,45,Fast,50.0
Mega Banette,354,3,Normal,Marionette Pokémon,1,Ghost,,1.2,13.0,1,Prankster,,,555,64,165,75,93,83,75,45,Fast,50.0
Duskull,355,3,Normal,Requiem Pokémon,1,Ghost,,0.8,15.0,2,Levitate,,Frisk,295,20,40,90,30,90,25,190,Fast,50.0
Dusclops,356,3,Normal,Beckon Pokémon,1,Ghost,,1.6,30.6,2,Pressure,,Frisk,455,40,70,130,60,130,25,90,Fast,50.0
Tropius,357,3,Normal,Fruit Pokémon,2,Grass,Flying,2.0,100.0,3,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,200,Slow,50.0
Chimecho,358,3,Normal,Wind Chime Pokémon,1,Psychic,,0.6,1.0,1,Levitate,,,455,75,50,80,95,90,65,45,Fast,50.0
Absol,359,3,Normal,Disaster Pokémon,1,Dark,,1.2,47.0,3,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,30,Medium Slow,50.0
Mega Absol,359,3,Normal,Disaster Pokémon,1,Dark,,1.2,49.0,1,Magic Bounce,,,565,65,150,60,115,60,115,30,Medium Slow,50.0
Wynaut,360,3,Normal,Bright Pokémon,1,Psychic,,0.6,14.0,2,Shadow Tag,,Telepathy,260,95,23,48,23,48,23,125,Medium Fast,50.0
Snorunt,361,3,Normal,Snow Hat Pokémon,1,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,190,Medium Fast,50.0
Glalie,362,3,Normal,Face Pokémon,1,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,75,Medium Fast,50.0
Mega Glalie,362,3,Normal,Face Pokémon,1,Ice,,2.1,350.2,1,Refrigerate,,,580,80,120,80,120,80,100,75,Medium Fast,50.0
Spheal,363,3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290,70,40,50,55,50,25,255,Medium Slow,50.0
Sealeo,364,3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410,90,60,70,75,70,45,120,Medium Slow,50.0
Walrein,365,3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530,110,80,90,95,90,65,45,Medium Slow,50.0
Clamperl,366,3,Normal,Bivalve Pokémon,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,345,35,64,85,74,55,32,255,Erratic,50.0
Huntail,367,3,Normal,Deep Sea Pokémon,1,Water,,1.7,27.0,2,Swift Swim,,Water Veil,485,55,104,105,94,75,52,60,Erratic,50.0
Gorebyss,368,3,Normal,South Sea Pokémon,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,485,55,84,105,114,75,52,60,Erratic,50.0
Relicanth,369,3,Normal,Longevity Pokémon,2,Water,Rock,1.0,23.4,3,Swift Swim,Rock Head,Sturdy,485,100,90,130,45,65,55,25,Slow,87.5
Luvdisc,370,3,Normal,Rendezvous Pokémon,1,Water,,0.6,8.7,2,Swift Swim,,Hydration,330,43,30,55,40,65,97,225,Fast,25.0
Bagon,371,3,Normal,Rock Head Pokémon,1,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,300,45,75,60,40,30,50,45,Slow,50.0
Shelgon,372,3,Normal,Endurance Pokémon,1,Dragon,,1.1,110.5,2,Rock Head,,Overcoat,420,65,95,100,60,50,50,45,Slow,50.0
Salamence,373,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,2,Intimidate,,Moxie,600,95,135,80,110,80,100,45,Slow,50.0
Mega Salamence,373,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.8,112.6,1,Aerilate,,,700,95,145,130,120,90,120,45,Slow,50.0
Beldum,374,3,Normal,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,2,Clear Body,,Light Metal,300,40,55,80,35,60,30,3,Slow,
Metang,375,3,Normal,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,2,Clear Body,,Light Metal,420,60,75,100,55,80,50,3,Slow,
Metagross,376,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,1.6,550.0,2,Clear Body,,Light Metal,600,80,135,130,95,90,70,3,Slow,
Mega Metagross,376,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,2.5,942.9,1,Tough Claws,,,700,80,145,150,105,110,110,3,Slow,
Regirock,377,3,Sub Legendary,Rock Peak Pokémon,1,Rock,,1.7,230.0,2,Clear Body,,Sturdy,580,80,100,200,50,100,50,3,Slow,
Regice,378,3,Sub Legendary,Iceberg Pokémon,1,Ice,,1.8,175.0,2,Clear Body,,Ice Body,580,80,50,100,100,200,50,3,Slow,
Registeel,379,3,Sub Legendary,Iron Pokémon,1,Steel,,1.9,205.0,2,Clear Body,,Light Metal,580,80,75,150,75,150,50,3,Slow,
Latias,380,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.4,40.0,1,Levitate,,,600,80,80,90,110,130,110,3,Slow,0.0
Mega Latias,380,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.8,52.0,1,Levitate,,,700,80,100,120,140,150,110,3,Slow,0.0
Latios,381,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2.0,60.0,1,Levitate,,,600,80,90,80,130,110,110,3,Slow,100.0
Mega Latios,381,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2.3,70.0,1,Levitate,,,700,80,130,100,160,120,110,3,Slow,100.0
Kyogre,382,3,Legendary,Sea Basin Pokémon,1,Water,,4.5,352.0,1,Drizzle,,,670,100,100,90,150,140,90,3,Slow,
Primal Kyogre,382,3,Legendary,Sea Basin Pokémon,1,Water,,9.8,430.0,1,Primordial Sea,,,770,100,150,90,180,160,90,5,Slow,
Groudon,383,3,Legendary,Continent Pokémon,1,Ground,,3.5,950.0,1,Drought,,,670,100,150,140,100,90,90,3,Slow,
Primal Groudon,383,3,Legendary,Continent Pokémon,2,Ground,Fire,5.0,999.7,1,Desolate Land,,,770,100,180,160,150,90,90,5,Slow,
Rayquaza,384,3,Legendary,Sky High Pokémon,2,Dragon,Flying,7.0,206.5,1,Air Lock,,,680,105,150,90,150,90,95,45,Slow,
Mega Rayquaza,384,3,Legendary,Sky High Pokémon,2,Dragon,Flying,10.8,392.0,1,Delta Stream,,,780,105,180,100,180,100,115,3,Slow,
Jirachi,385,3,Mythical,Wish Pokémon,2,Steel,Psychic,0.3,1.1,1,Serene Grace,,,600,100,100,100,100,100,100,3,Slow,
Deoxys Normal Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,150,50,150,50,150,3,Slow,
Deoxys Attack Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,180,20,180,20,150,3,Slow,
Deoxys Defense Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,70,160,70,160,90,3,Slow,
Deoxys Speed Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,95,90,95,90,180,3,Slow,
Turtwig,387,4,Normal,Tiny Leaf Pokémon,1,Grass,,0.4,10.2,2,Overgrow,,Shell Armor,318,55,68,64,45,55,31,45,Medium Slow,87.5
Grotle,388,4,Normal,Grove Pokémon,1,Grass,,1.1,97.0,2,Overgrow,,Shell Armor,405,75,89,85,55,65,36,45,Medium Slow,87.5
Torterra,389,4,Normal,Continent Pokémon,2,Grass,Ground,2.2,310.0,2,Overgrow,,Shell Armor,525,95,109,105,75,85,56,45,Medium Slow,87.5
Chimchar,390,4,Normal,Chimp Pokémon,1,Fire,,0.5,6.2,2,Blaze,,Iron Fist,309,44,58,44,58,44,61,45,Medium Slow,87.5
Monferno,391,4,Normal,Playful Pokémon,2,Fire,Fighting,0.9,22.0,2,Blaze,,Iron Fist,405,64,78,52,78,52,81,45,Medium Slow,87.5
Infernape,392,4,Normal,Flame Pokémon,2,Fire,Fighting,1.2,55.0,2,Blaze,,Iron Fist,534,76,104,71,104,71,108,45,Medium Slow,87.5
Piplup,393,4,Normal,Penguin Pokémon,1,Water,,0.4,5.2,2,Torrent,,Defiant,314,53,51,53,61,56,40,45,Medium Slow,87.5
Prinplup,394,4,Normal,Penguin Pokémon,1,Water,,0.8,23.0,2,Torrent,,Defiant,405,64,66,68,81,76,50,45,Medium Slow,87.5
Empoleon,395,4,Normal,Emperor Pokémon,2,Water,Steel,1.7,84.5,2,Torrent,,Defiant,530,84,86,88,111,101,60,45,Medium Slow,87.5
Starly,396,4,Normal,Starling Pokémon,2,Normal,Flying,0.3,2.0,2,Keen Eye,,Reckless,245,40,55,30,30,30,60,255,Medium Slow,50.0
Staravia,397,4,Normal,Starling Pokémon,2,Normal,Flying,0.6,15.5,2,Intimidate,,Reckless,340,55,75,50,40,40,80,120,Medium Slow,50.0
Staraptor,398,4,Normal,Predator Pokémon,2,Normal,Flying,1.2,24.9,2,Intimidate,,Reckless,485,85,120,70,50,60,100,45,Medium Slow,50.0
Bidoof,399,4,Normal,Plump Mouse Pokémon,1,Normal,,0.5,20.0,3,Simple,Unaware,Moody,250,59,45,40,35,40,31,255,Medium Fast,50.0
Bibarel,400,4,Normal,Beaver Pokémon,2,Normal,Water,1.0,31.5,3,Simple,Unaware,Moody,410,79,85,60,55,60,71,127,Medium Fast,50.0
Kricketot,401,4,Normal,Cricket Pokémon,1,Bug,,0.3,2.2,2,Shed Skin,,Run Away,194,37,25,41,25,41,25,255,Medium Slow,50.0
Kricketune,402,4,Normal,Cricket Pokémon,1,Bug,,1.0,25.5,2,Swarm,,Technician,384,77,85,51,55,51,65,45,Medium Slow,50.0
Shinx,403,4,Normal,Flash Pokémon,1,Electric,,0.5,9.5,3,Rivalry,Intimidate,Guts,263,45,65,34,40,34,45,235,Medium Slow,50.0
Luxio,404,4,Normal,Spark Pokémon,1,Electric,,0.9,30.5,3,Rivalry,Intimidate,Guts,363,60,85,49,60,49,60,120,Medium Slow,50.0
Luxray,405,4,Normal,Gleam Eyes Pokémon,1,Electric,,1.4,42.0,3,Rivalry,Intimidate,Guts,523,80,120,79,95,79,70,45,Medium Slow,50.0
Budew,406,4,Normal,Bud Pokémon,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,280,40,30,35,50,70,55,255,Medium Slow,50.0
